email subject,email body,binary classification (expected output)
Thank you for applying to identifeye HEALTH!,"Hi Syed Hamza, Thank you for applying to identifeye HEALTH Inc. Your application has been received and we will review it shortly. We will contact you directly should you be selected to move forward in the interview process. In the meantime, feel free to check out our website and connect with us on LinkedIn ! Kindly, The identifeye HEALTH Team ** Please note: Do not reply to this email. This email is sent from an unattended mailbox. Replies will not be read.",
Thank you for applying to AuditBoard,"Syed Hamza, Thanks for applying to AuditBoard. Your application has been received and we will review it right away. Our team will review your application and will be in touch if your qualifications align with our needs for the role. If you are not selected for this position, keep an eye on our jobs page as we're growing and adding openings. Regards, Team AuditBoard ** Please note: Do not reply to this email. This email is sent from an unattended mailbox. Replies will not be read.",
CrowdStrike Job Application Confirmation,"Dear Hamza, We have received your job application for Global Sales Excellence Data Analytics Intern and are delighted that you are ready to build a career you're proud of. What happens next? We'll review your job application and contact you if there is a good match.If you are not offered an opportunity at this time, we may keep your information on file to evaluate you for other positions. To learn about our data use practices or how to contact us, visit our privacy statement: https://www.crowdstrike.com/privacy-notice/ Thanks again for your interest in CrowdStrike, and we wish you success in your job search! Sincerely, The CrowdStrike Talent Acquisition Team This email was intended for hamzaqadri.careers@gmail.com Breaches Stop Here. · CrowdStrike",
Thank you for your application.,"Hello Hamza , Thank you for your interest in a career with us. We have successfully received your application for Data Analyst Internship - Summer 2024, Undergrad - JR104829 . If your skills and experience are a good match for the requirements of the position, a recruiter will be in touch with next steps. Thank you, Elevance Health Talent Acquisition Team Elevance Health is an Equal Employment Opportunity employer and all qualified applicants will receive consideration for employment without regard to age, citizenship status, color, creed, disability, ethnicity, genetic information, gender (including gender identity and gender expression), marital status, national origin, race, religion, sex, sexual orientation, veteran status or any other status or condition protected by applicable federal, state, or local laws. This email box is not monitored. Please do not reply to this message. This email was intended for hamzaqadri.careers@gmail.com Elevance Health · Corporate Headquarters - 220 Virginia Ave Indianapolis, Indiana 46204",
Thank you for applying at Gen- Site Reliability Engineer (DevOps) Intern,"Thank you, Hamza, for expressing interest in our organization. We have successfully received your submission to the following position: 53066 - Site Reliability Engineer (DevOps) Intern Thank You, The Talent Acquisition Team This email was intended for hamzaqadri.careers@gmail.com",
Thank you for your application to Moxion Power,"Hi Syed, Thank you for your interest in Moxion Power! We wanted to let you know we received your application for Quality Engineer Intern, and we are delighted that you would consider joining our team. Our team will review your application and will be in touch if your qualifications match our needs for the role. If you are not selected for this position, keep an eye on our jobs page as we're growing and adding openings rapidly. Best, The Moxion Power Team",
Reminder - Complete your Untapped profile for your Addepar application,"Hi Syed, Thank you for applying to Addepar! As the next step in our hiring process, please complete your profile on Untapped. We partnered with Untapped because our team at Addepar values being able to see and understand our candidates beyond their resumes. Thanks in advance! Addepar Recruiting Team Complete my profile You are receiving email notifications from Untapped. Unsubscribe . If you need assistance or have questions, please ask us at info@untapped.io © 2022 Untapped Labs, Inc. 8605 Santa Monica Blvd. Suite 84561 West Hollywood, CA 90069",
Reminder - Complete your Untapped profile for your Addepar application,"Hi Syed, Thank you for applying to Addepar! As the next step in our hiring process, please complete your profile on Untapped. We partnered with Untapped because our team at Addepar values being able to see and understand our candidates beyond their resumes. Thanks in advance! Addepar Recruiting Team Complete my profile You are receiving email notifications from Untapped. Unsubscribe . If you need assistance or have questions, please ask us at info@untapped.io © 2022 Untapped Labs, Inc. 8605 Santa Monica Blvd. Suite 84561 West Hollywood, CA 90069",
Windham Brannon - Application Received,"Dear Syed, Thank you for your interest in Windham Brannon. Your application for 2024 Data Analytics Internship has been received and will be reviewed by a member of the Human Resources team. We will be in touch if we find a match for your qualifications within our firm. Thank you, Windham Brannon HR Team Powered by Trakstar Hire | Recruitment Software and Applicant Tracking System | [f306razgk]",
Indeed Application: 2024 Data Analytics Internship,"We'll help you get started ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ Application submitted 2024 Data Analytics Internship Windham Brannon - Atlanta Georgia United States 5 reviews The following items were sent to Windham Brannon. Good luck! • Application • Resume Keep track of your applications You will receive an application status update from Indeed within a few weeks. View your applications Never share financial info or take job offers without an interview. Learn how to avoid scams . Please do not reply directly to this autogenerated email message. If you have any questions or concerns about your application, please contact Indeed . ©2024 Indeed Austin Indeed Tower, 200 West 6th Street, Floor 36, Austin, TX 78701 Privacy Policy | Terms | Help |",
Important information about your Software Engineering (Summer Internship!) application to Advisor360,"Dear Syed Hamza, We appreciate the time and effort you invested in completing the application process for the Software Engineering (Summer Internship!) role here at Advisor360. However, a fter careful consideration, we regret to inform you that we will not be moving forward with your candidacy. At this time, we have other candidates whose qualifications more closely align with the specific needs of th is role. Thank you again for your interest in Advisor360. W e wish you the best in your continued job search and encourage you to keep an eye on our career opportunities for applicable future openings. Regards, Talent Acquisition Team Advisor360",
TikTok: Update on your application,"HiSyed Hamza Qadri, ​ ​ We genuinely appreciate your interest in TikTok and thanks for giving us the time to review your application. ​ ​ We're letting you know that (DONE) Software Engineer Intern (Monetization Ads interface and platform - SMB and Marketing AP) - 2024 Summer (BS/MS) has just been filled. Therefore, unfortunately, we have decided not to proceed with your candidacy at this time. ​ ​ We're creating and growing everyday and we hope that you continue to visit our careers page and apply for suitable roles with us. ​ ​ Good luck with your job search and stay inspired! ​ ​ Best Regards, ​ TikTok Talent Acquisition Team ​ ​ We value your privacy. Please consult our Applicant Privacy policy here about how we collect, use and transfer your sensitive data. ​",
Regarding Your Application - Software Engineer/Developer Intern Summer 2024,"Hi Syed Hamza, Thank you for applying for our Software Engineer/Developer Intern Summer 2024. While we greatly appreciate your time, we wanted to let you know that we've decided to move forward with another applicant for this position. Keep an eye out for other opportunities that may interest you by checking out our careers site . This message was sent from an unmonitored email address. Please do not respond to this message. www.kochind.com Copyright © 2024 Koch Industries. All rights reserved. This email is being sent on behalf of Koch Business Solutions of 4111 E 37th St N, Wichita, KS USA 67220. To unsubscribe from further emails on this list, please click here .",
Symbotic Application – Thank you for your Interest,"Subject: Syed Hamza Qadri ‎- R3003 Co-op (Fall)- Software Engineer (Applications) (C131154) Dear Syed Hamza, Thank you for your interest in Symbotic! We have received your application for our R3003 Co-op (Fall)- Software Engineer (Applications) opportunity! Our Recruiting Team will review your application and will be in touch if your experience best matches the need for the role. In the meantime, we invite you to our company page to learn more about our mission and to follow us on LinkedIn. Thank you again for your Interest! This email box is not monitored. Please do not reply to this message. This email was intended for hamzaqadri.careers@gmail.com",
Symbotic Application – Thank you for your Interest,"Subject: Syed Hamza Qadri ‎- R3006 Co-op (Fall)- Software Engineer (Platform Services) (C131154) Dear Syed Hamza, Thank you for your interest in Symbotic! We have received your application for our R3006 Co-op (Fall)- Software Engineer (Platform Services) opportunity! Our Recruiting Team will review your application and will be in touch if your experience best matches the need for the role. In the meantime, we invite you to our company page to learn more about our mission and to follow us on LinkedIn. Thank you again for your Interest! This email box is not monitored. Please do not reply to this message. This email was intended for hamzaqadri.careers@gmail.com",
Thank  you for applying!,"We appreciate your interest in F5 and the Site Relability Engineering Intern (San Jose) position. In the event that we wish to discuss your background further, we will contact you by mail or phone. Again, thank you for your interest. Click Here to Log Into Your Candidate Account This email was intended for hamzaqadri.careers@gmail.com F5 Networks · 801 5th Ave Seattle, WA 98104",
Thank  you for applying!,"We appreciate your interest in F5 and the Software Engineering Intern (San Jose) position. In the event that we wish to discuss your background further, we will contact you by mail or phone. Again, thank you for your interest. Click Here to Log Into Your Candidate Account This email was intended for hamzaqadri.careers@gmail.com F5 Networks · 801 5th Ave Seattle, WA 98104",
Thank you for applying to Relay,"Hi Syed Hamza, Thank you for your interest in role with Relay! We have received and look forward to reviewing the information you have provided for the Site Reliability Engineer Intern position. If your background looks like a good fit for the needs here at Relay, a member of our recruiting team will reach out to you regarding any next steps. Thanks, People Services",
Thank you for applying to SPAN,"Syed Hamza, Thank you for applying to work with us at SPAN.io! We’re excited that you’re interested in our mission and learning more about our work. SPAN.io is growing quickly and we’re looking for mission-driven and passionate people to join our team. If your application seems like a good fit for one of our current openings, someone from our team will be in touch. In the meantime, feel free to check out some of our latest articles and features ! Best, The SPAN Recruiting Team ** Please note: Do not reply to this email. This email is sent from an unattended mailbox. Replies will not be read.",
Thank you for applying to Handshake!,"Hi Syed Hamza, Thank you for your interest in Handshake! We have received your application and will be reviewing your background shortly. If your experience is a good fit for this role, we will be in touch shortly with information about next steps. We appreciate the time you've spent getting to know us and for sharing your resume. Thank you! Handshake Recruiting ** Please note: Do not reply to this email. This email is sent from an unattended mailbox. Replies will not be read.",
Thank you for applying to Western Digital,"Dear Syed Hamza Qadri, Thank you for submitting your application for the position of Summer 2024 - Intern SSD Validation. We will review your application and contact you shortly. Best regards, Western Digital Hiring Team Access My Application Please do not share or forward this email, as it pertains to your specific job application",
"Your Application for 2024 Summer - Software Engineer Intern (Ames, IA location) with Workiva","Hi Hamza, We genuinely appreciate your interest in Workiva and the time you've invested in the application for our 2024 Summer - Software Engineer Intern (Ames, IA location) position. At this time, our team has decided to move forward with other candidates who more closely meet the needs of the position. Competition for roles at Workiva is strong and we often must make difficult choices between many high-caliber candidates. Thank you again for your interest in a position with Workiva. We wish you the best in your career endeavors. Warmest Regards, Workiva Talent Acquisition www.workiva.com/careers This email was intended for hamzaqadri.careers@gmail.com",
Information about your application to Interactive Brokers,"Dear Syed Hamza, Thank you for your interest in Interactive Brokers Group. We regret to inform you that we will not be proceeding with your candidacy for the Software Developer Summer Internship - 2024 position. Our decision is not a reflection on your individual skills, but more a comparison of your overall qualifications with those of other candidates under consideration. Please note if you applied to other positions, you could still be under consideration and we may send further communications. We wish you every personal and professional success in your endeavors. Kind regards, Interactive Brokers Group, Inc. (""IBKR"")",
Thank you for your application to ActiveCampaign,"Hi Syed, Thank you for your interest in ActiveCampaign! We wanted to let you know we received your application for Summer 2024 Software Engineering Internship, and we are delighted that you would consider joining our team. We know you have many options to choose from, so we are glad you chose us! This is an exciting time for ActiveCampaign. We are growing and are considering many new team members. We will review your application and will be in touch if your qualifications match our needs for the role (or any other open positions). In the meantime, feel free to learn more about our Interview & Hiring process ! If you are not selected at this time, please keep an eye on our jobs page as we're growing and are always adding openings. Best, The ActiveCampaign Team",
Thank you for applying to Intradiem,"Syed Hamza, Thanks for applying to a position with Intradiem. Your application has been received, and we will review it right away. If your application is a good fit for the position, we will contact you soon. Regards, Intradiem People Team ** Please note: Do not reply to this email. This email is sent from an unattended mailbox. Replies will not be read.",
Thank you for applying to Interactive Brokers,"Dear Syed Hamza, Thank you for your interest in Interactive Brokers. Your application has been received for the Software Developer Summer Internship - 2024 position. Over the next few weeks our recruiting team will review your profile and access your qualification for the position which you applied and for any other positions where your skill set may be a good fit. In the meantime, to learn more about Interactive Brokers, please visit https://www.interactivebrokers.com Unfortunately, because of the volume of applications we receive, we are not able to give status updates. Regards, Interactive Brokers",
Thank you for applying to Voya!,"Hi Hamza Qadri, Thank you for your application! We’ve received your information for the position of Summer 2024 Software Developer Intern. Our Recruiting Team is currently reviewing your profile, and if your skills and experience match any of our current openings you may be contacted by phone or email. Otherwise we will keep your resume in our database in order for us to contact you regarding other positions that become available in the future. In the meantime, please check out our other open roles or visit our social media pages. We're so excited to have you explore career options with Voya Financials. Sincerely, Voya Financial Recruiting Team Why work at Voya? We have built a culture that embraces diversity, collaboration and continuous improvement. A new job at Voya is only the beginning. Voya’s values We rise to the occasion and live up to the high standards we set for ourselves. We are passionate about the way we approach social and environmental issues and believe that our accomplishments help us define who we are. Search Jobs This email was intended for hamzaqadri.careers@gmail.com",
Your application with Protective,"Hi Syed, Thanks for your interest in the 2024 Summer Internship- Software Development position. We know you put a lot of time into this and we appreciate you considering us for your next career move. The team has reviewed your application carefully and has decided to move forward with another candidate. We know it's disappointing, but know that this doesn't mean you're not great, it just means that there wasn't a match with what the team was looking for this time. Please know that we'll keep your information on file and encourage you to continue watch for opportunities you're interested in. Best of luck! The Protective Recruiting Team",
We've got an update on your application to Cox Automotive - USA,"Hi Hamza , Thanks so much for your interest in our position, Software Engineer Intern - Summer 2024 - R202335521 with Cox Automotive - USA . Unfortunately, you haven't been selected to move forward with the next phase of the process. We truly appreciate your interest in joining the Cox family of companies and encourage you to continue visiting our career site to search for other opportunities that align with your career goals. Also, you can always join our Talent Community to set up job alerts for future opportunities and stay connected with Cox to learn more about what makes us a great place to work! Don't disappear on us! Let's stay connected through our enterprise career channels, where you can get the latest information on job opportunities, company stories and more: Twitter: @CoxEnterprises LinkedIn: Cox Enterprises Instagram: @CoxEnterprises View other opportunities: jobs.coxenterprises.com Thanks again for your interest, Hamza ; and we wish you the best as you continue along your career journey. Thanks, Cox Talent Acquisition This email box is not monitored. Please do not reply to this message. This email was intended for hamzaqadri.careers@gmail.com",
We've got an update on your application to Cox Enterprises,"Hi Hamza , Thanks so much for your interest in our position, Software Engineering Internship - Summer 2024 (Atlanta, GA) - R202437120 with Cox Enterprises . Unfortunately, you haven't been selected to move forward with the next phase of the process. We truly appreciate your interest in joining the Cox family of companies and encourage you to continue visiting our career site to search for other opportunities that align with your career goals. Also, you can always join our Talent Community to set up job alerts for future opportunities and stay connected with Cox to learn more about what makes us a great place to work! Don't disappear on us! Let's stay connected through our enterprise career channels, where you can get the latest information on job opportunities, company stories and more: Twitter: @CoxEnterprises LinkedIn: Cox Enterprises Instagram: @CoxEnterprises View other opportunities: jobs.coxenterprises.com Thanks again for your interest, Hamza ; and we wish you the best as you continue along your career journey. Thanks, Cox Talent Acquisition This email box is not monitored. Please do not reply to this message. This email was intended for hamzaqadri.careers@gmail.com",
Thanks for applying to Software Engineer Intern - Summer 2024 - R202335521 at Cox Automotive - USA,"Hi Hamza, Thanks for completing your application for the Software Engineer Intern - Summer 2024 - R202335521 opportunity at Cox Automotive - USA . We’re happy to know that you’re interested in joining the Cox family of businesses and building a better future with us! So, what happens next? We’ll let you know if you’re selected for an interview or if we need more info from you. In the meantime, check out this booklet to learn about our work, our benefits, and what it’s like to be part of the Cox team. You can also connect with us on social media to stay in the know about life at Cox. LinkedIn Instagram TikTok Facebook Twitter Finally, be sure to join the Cox Talent Community . That’s the best way to get expert-level interview tips from recruiters and the inside scoop on Cox. Sign up here (it takes less than a minute). Best of luck! Cox Talent Acquisition This email box is not monitored. Please do not reply to this message. This email was intended for hamzaqadri.careers@gmail.com",
"Thanks for applying to Software Engineering Internship - Summer 2024 (Atlanta, GA) - R202437120 at Cox Enterprises","Hi Hamza, Thanks for completing your application for the Software Engineering Internship - Summer 2024 (Atlanta, GA) - R202437120 opportunity at Cox Enterprises . We’re happy to know that you’re interested in joining the Cox family of businesses and building a better future with us! So, what happens next? We’ll let you know if you’re selected for an interview or if we need more info from you. In the meantime, check out this booklet to learn about our work, our benefits, and what it’s like to be part of the Cox team. You can also connect with us on social media to stay in the know about life at Cox. LinkedIn Instagram TikTok Facebook Twitter Finally, be sure to join the Cox Talent Community . That’s the best way to get expert-level interview tips from recruiters and the inside scoop on Cox. Sign up here (it takes less than a minute). Best of luck! Cox Talent Acquisition This email box is not monitored. Please do not reply to this message. This email was intended for hamzaqadri.careers@gmail.com",
"Workiva Careers: Application for 2024 Summer - Software Engineer Intern (Ames, IA location) has been Received!","Hi Hamza, Thank you for your interest in a career at Workiva. We have received your application for the 2024 Summer - Software Engineer Intern (Ames, IA location) position. We will review your application and contact you in regards to the next step in the job application process. If we feel your skills and qualifications match what we are seeking for this position, a Recruiter or Hiring Manager will reach out to you directly. Please Be Advised: We would like to make you aware of our Customer Securities Trading Policy . Due to the fact that thousands of publicly traded companies use Workiva's software, this policy effectively limits you to trading in the securities of mutual funds and ETF's only. Should you receive an offer, you will be asked to acknowledge that you have read this policy. Here is a link to our FAQ regarding this policy, but should you have any additional questions, please reach out to talentacquisition@workiva.com or to your recruiter. We appreciate your interest in Workiva and look forward to connecting with you soon! Workiva Talent Acquisition www.workiva.com/careers Workiva Benefits and Perks This email was intended for hamzaqadri.careers@gmail.com",
Thank you for your application to Protective,"Hello from Protective! Thanks for applying to the 2024 Summer Internship- Software Development position! We think Protective is a pretty great place to work and with so many great companies out there, we are thrilled you’re interested in growing your career with us. Applying to a job can be nerve wracking, especially if you've been watching for the perfect opportunity for a long time. We know what it's like, so we wanted to get you a quick note about what happens next: Over the next few days, we'll carefully review your application and if we find there's a strong match with what we're looking for, we’ll contact you. If we select you for an interview, a recruiter will reach out and schedule a call or video chat. The goal here is to get to know you better and answer any questions you might have. If you don't get selected for this position, that doesn't mean you're not great, it just means what the team is looking for in this particular role is not quite a match. But, know this - we will definitely keep your information and may reach out to you for another opportunity. Thanks for considering Protective for your next career move. Good luck! The Protective Recruiting Team",
Thank you for applying to Software Engineering Intern (Frontend) - 2024 at Confluent,"Hi Syed Hamza, Thank you for applying to the Software Engineering Intern (Frontend) - 2024 position at Confluent. Your application has been received. We’re excited that you want to take your career to the next level! You submitted your application via RippleMatch , a platform that Confluent uses to quickly review your application and improve your candidate experience. You can track your application here . Best of luck, Confluent, Recruiting Team Click here to unsubscribe",
Update on your Skydio Application,"Hi Syed Hamza, Thank you for applying for the Mobile Software Engineering Intern role at Skydio ! We know that there are lots of exciting companies out there, so we appreciate the time you took to apply to ours. After reviewing your application, we have unfortunately decided not to move forward at this time. While we greatly appreciate your interest in Skydio, we ultimately decided to proceed with other candidates whose skills and experience align more closely with our needs for this specific role. If you submitted an application to other roles at Skydio and haven't heard back, then your resume is still under review and we will be in touch soon with an update. Our hiring priorities are constantly evolving, so we encourage you to keep an eye on our jobs page. If you see another role that seems like a good fit, please don't hesitate to apply. In the meantime, we'd like to thank you again for your interest and we wish you all the best in your job search. Cheers, Skydio Talent Team",
Goldman Sachs Application Update Available Online,"APPLICATION UPDATE Dear Syed Hamza, An application update is now available on the Goldman Sachs Application Center. To access the GS Application Center, please use the link below and enter your username and password. Username: hamzaqadri.careers@gmail.com Log in Thank you, Goldman Sachs Campus Recruiting Team ► Learn more about Goldman Sachs © 2024 The Goldman Sachs Group, Inc. All rights reserved. Goldman Sachs is an equal employment/affirmative action employer Female/Minority/Disability/Vet.",
Thank you for applying to  Inari Agriculture,"Syed Hamza Thanks for applying to Inari Agriculture. Your application has been received for Software Engineering Intern and we will review it right away. If your application seems like a good fit for the position we will contact you within the next three weeks. Regards, Inari Agriculture ** Please note: Do not reply to this email. This email is sent from an unattended mailbox. Replies will not be read.",
TikTok: Update on your application,"Hi Syed Hamza Qadri, ​ Thank you for your application, we appreciate your time and interest in TikTok. ​ After careful consideration, we regret to tell you that we will not be progressing your application for the role Software Engineer Intern (TikTok-Data-Live) - 2024 Summer (BS/MS). We hope your enthusiasm to join TikTok will continue. In the future we may have opportunities more suited to your skill set and experience as we continue to grow. ​ Good luck with your job search and stay inspired ! ​ Best Regards, ​ TikTok Talent Acquisition Team TikTok LinkedIn | Career Website ​ We value your privacy. Please consult our Applicant Privacy policy here about how we collect, use and transfer your sensitive data. ​",
Update: Your Software Engineering Intern (Boston) application to Wayfair,"Hello, Thank you for your interest in Wayfair! I’m reaching out to let you know that we are still considering your candidacy and will be in touch with next steps in the new year. We appreciate your patience. If you have accepted another offer and would no longer like to be considered for an opportunity at Wayfair, please reply to this email to let us know. Wishing you a great end to the semester and a very happy holiday season. Sincerely, The Wayfair Campus Recruiting Team",
Important information about your application to Viam,"Hi Syed Hamza, Thank you for considering Viam. While we were impressed with your qualifications, we were faced with the difficult decision to not proceed with your candidacy at this time. We will keep your resume on file and encourage you to follow our website for future job openings. We appreciate your interest in Viam and we wish you the best of luck in your job search! Best, The Viam Recruiting Team",
Thank you for your application to Humane,"Hi Syed Hamza, Thank you for applying to our Software Engineering Intern, Device Automation role at Humane. After reviewing your resume, we've made the decision to move forward with another candidate who has more relevant experience for this particular role. We would love to hold on to your resume for the future in the event we have an opening that is a closer fit to your experience. We appreciate your interest in Humane and wish you success in your job search. Best, The Humane Talent Team",
Thank You for Applying to ServiceNow!,"Hi Syed Hamza, Thanks for your interest in ServiceNow! We received your application for the UTG - Software Engineer Internships - Summer 2024 position. Here's a quick note on what happens next. Our Talent Acquisition team will review your application and if there’s a match, we’ll reach out to discuss the next steps. You can check the status of your application here . Curious about what life at ServiceNow is like? Check out our Life at Now blog to see what our employees are saying about working here. Interested in growing your technical skills? Build your ServiceNow skills on the Now Platform® with self-paced courses and real-time training sessions. Cheers, ServiceNow Talent Acquisition team Access My Application Please do not share or forward this email, as it pertains to your specific job application",
"Syed, thank you for your application to Lucid Motors!","Hi Syed, Thank you for your interest in Lucid Motors! We wanted to let you know we received your application for Intern, Software Developer - Supply Chain, Summer 2024, and we are delighted that you would consider joining our team. We will review your application and will be in touch if your qualifications match our needs for the role. If you are not selected for this position, keep an eye on our jobs page as we're growing and adding openings. https://lucidmotors.com/careers Best, The Lucid Motors Team",
Thank you for applying to Salesforce / Summer 2024 Intern - Developer Relations - Slack / JR226667,"Dear Hamza, Thank you for your interest in Salesforce! Your resume was referred to us for the Summer 2024 Intern - Developer Relations - Slack position. Unfortunately, we will not be moving forward with your candidacy for this opportunity. If you have applied to multiple roles and/or are in the interview process for another role, please continue the process for that role. We encourage you to continue your search on our Futureforce site for openings that may be a better match to your background. We regularly update the website with new opportunities. We wish you the best of luck with your search and hope that you will continue to consider opportunities with Salesforce. Due to high volume, replies to this email will not be received. Best regards, The Futureforce University Recruiting Team This email was intended for hamzaqadri.careers@gmail.com salesforce.com inc. · Salesforce Tower, 415 Mission Street, 3rd Floor, San Francisco, CA 94105",
"Application Status - Summer Intern, Software Engineering with SiriusXM's Internship Program","Hi Syed Hamza, Thank you so much for your interest in our SiriusXM Internship Program! We received a large response for the Summer Intern, Software Engineering role and heard from a lot of people with interesting backgrounds like yours. After careful consideration, our team has reviewed your application and decided not to move forward with your candidacy at this time. Thank you again, and we encourage you to keep visiting our careers site (www.siriusxm.com/careers), as we post new openings regularly. Enjoy the music, SiriusXM Talent Acquisition This message was sent to hamzaqadri.careers@gmail.com. If you don't want to receive these emails from this company in the future, please go to: https://siriusxmradio.icims.com/icims2/?r=C79E743462&contactId=2421955 © SiriusXM, New York NY USA",
Your application for Summer Intern - Software Engineering at Allegion.,"Syed Hamza, Thank you for allowing us to consider you for Summer Intern - Software Engineering at Allegion. Unfortunately, you are no longer being considered for this role, however we encourage you to continue to apply for other Allegion positions that you are qualified for at: Allegion Careers Site Sincerely, The Allegion Talent Acquisition Team Business Process: Job Application: Syed Hamza Qadri ‎- JR27016 Summer Intern - Software Engineering (CANDIDATE-3-452547) on 09/20/2023 Subject: Syed Hamza Qadri ‎- JR27016 Summer Intern - Software Engineering (CANDIDATE-3-452547) This email was intended for hamzaqadri.careers@gmail.com",
Important information about your application to HashiCorp,"Syed Hamza, Thank you for your interest in HashiCorp. We have reviewed your resume and appreciate you considering HashiCorp as an employer. Unfortunately, we will not be moving forward with your candidacy at this time. Please stay connected with us by joining the HashiCorp Talent Community to learn more about job opportunities that best match your skills and interests, personalized career content, including occasional HashiCorp newsletters, and exclusive invites to virtual and in-person events. Thanks again for your interest in HashiCorp, we wish you the best of luck in your search. Regards, HashiCorp",
Your application for Outcome Engineering Software Developer Intern - Summer 2024 at                                                   Nutanix,"Dear Syed Hamza, I want to extend a virtual wave from all of us at Nutanix. We received a number of applications for the Outcome Engineering Software Developer Intern - Summer 2024 role and are humbled to have heard from so many talented people like you. At this time, we have decided to move forward with other candidates. Due to the high number of applications we are, unfortunately, not able to provide individual feedback to your application at this early stage of the process. We know job hunting is a big undertaking and we appreciate the time and thought you put into your application. We encourage you to connect with us on social and set up a job alert at our Careers page for future roles that might interest you. Thanks again for considering Nutanix. Best Regards, Nutanix Talent Acquisition Connect with us: On Instagram On Twitter On LinkedIn -*_____ Email Preferences | Powered by Jobvite *______*",
Your application to Asana's Internship Program,"Hi Syed Hamza, Thank you for applying to Asana. We appreciate your interest in our mission and for considering us as you take the next steps in your career. At this time, we have filled all of our internship roles for next year and will not be proceeding with interviews. Please don’t hesitate to stay in touch and reach out in the future if we have another role you feel is a good fit. All the best, The Asana Talent Acquisition Team",
Symbotic Application,"Subject: Syed Hamza Qadri ‎- R2804 Intern- Embedded Software Engineer (C131154) Dear Syed Hamza, Thank you for your interest in joining Symbotic. After careful consideration, we have made the decision not to move forward with your candidacy for the R2804 Intern- Embedded Software Engineer position. If you have applied for another position at Symbotic the recruiting team will reach out to you on the status of your application. Please continue to check out our career page and follow us on LinkedIn as we continue to add new opportunities every day. We wish you success in your career search. Symbotic This email box is not monitored. Please do not reply to this message. This email was intended for hamzaqadri.careers@gmail.com",
Reminder: Ford Motor Company - Application Experience,"Hi Syed Hamza, Thank you for applying at Ford Motor Company! We'd love to hear your feedback on our application process to help us understand what we're getting right and what we can improve. Please take a moment to complete the brief survey below. Take the Survey Follow the link to opt out of future emails: Click here to unsubscribe",
Your job application is incomplete!,"Dear Syed Hamza, Your application is incomplete for job: Software Engineer Intern Please follow this link to finish your job application: https://careers-viasat.icims.com/r.jsp?p=2533 Career Overview | About Viasat | Privacy Policy © 2023 Viasat Inc., All rights reserved © Viasat, Inc., Carlsbad CA USA",
Ford Motor Company - Application Experience,"Hi Syed Hamza, Thank you for applying at Ford Motor Company! We'd love to hear your feedback on our application process to help us understand what we're getting right and what we can improve. Please take a moment to complete the brief survey below. Take the Survey Follow the link to opt out of future emails: Click here to unsubscribe",
Application Received,"Hello. Thank you for your interest in AVEVA. Your resume is currently being reviewed. If your background matches any of our current job openings, we will contact you via email. In the event that none of our openings are appropriate, we will retain your resume and notify you when a suitable position is available. We sincerely appreciate your interest in AVEVA! Regards, Talent Acquisition at AVEVA Start your career at Aveva today! This email was intended for hamzaqadri.careers@gmail.com AVEVA Group Limited · High Cross, Madingley Road, Cambridge, CB3 0HB, UK",
Thank You For Applying!,"Dear Hamza, Thank you for your interest in employment opportunities with OCLC. Your application for DevOps Intern has been received. Please continue to monitor your application status on your OCLC candidate profile. OCLC Corporate Human Resources Visit Candidate Profile This email was intended for hamzaqadri.careers@gmail.com",
NetApp has your application!,"Hi Syed Hamza, We hope this email finds you well and that you’re excited about potential opportunities with the NetApp team! We received your application for the 124170 Intern - Software Engineer role, and we’re thrilled to have it in our hands. Thanks for applying! Our team is currently reviewing the multiple applications received, and we’re reaching out to let you know we’ll be in touch if you’ve been selected for further consideration. We’re looking forward to potentially getting to know you better, Syed Hamza . In the meantime, feel free to check out the links below to stay up to date on all things NetApp. We hope to be in touch soon. Life at NetApp – Our values, commitment to Diversity, Equity, Inclusion & Belonging and our social impact programs Our flexible work model Follow the #LifeatNetApp conversation on Facebook , Instagram , LinkedIn and X (Twitter) . Cheers, NetApp Global Talent Acquisition Team Note: This mailbox is not monitored. Please do not respond to this email address",
